Услуга,Вопрос #,Вопрос,Короткий ответ,Полный ответ,Schema JSON,Ключи
"Сайт на WordPress",1,"Сколько стоит сайт на WordPress под ключ в Москве 2026?","150-650к ₽","**Старт** 150 000₽ — 7 страниц (Главная,Услуги,Портфолио,Блог,Контакты,О компании,Цены), Astra Pro+Gutenberg, VPS Ubuntu/Nginx, SSL Let's Encrypt, GA4+Яндекс.Метрика, формы заявок, базовая SEO (title/description/alt/sitemap), 14 дней техподдержки. **Малый бизнес** 350 000₽ — 15 страниц, custom тема WordPress, Yoast SEO+семантика 80 ключей, CRM-интеграция (AmoCRM/Bitrix24), скорость <2 сек PageSpeed 92+, 1 месяц сопровождения. **Prime** 650 000₽ — 25+ страниц, WooCommerce-ready, полный SEO-аудит (120+ ошибок исправлено), API-интеграции (1С/Telegram), enterprise-безопасность, 3 месяца техподдержки. **Окупаемость 2-3 месяца** при 20-50 заявках/мес по 15к₽. Vs фриланс (50-150к без гарантий+VPS) и студии (450к-1.5млн за тот же функционал) — **оптимальная цена для МСП Москвы**. Фиксированная стоимость в договоре без скрытых платежей.","{""@type"":""Question"",""name"":""Сколько стоит сайт на WordPress..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""150-650к ₽: Старт 150к..."}}","сайт wordpress цена,wordpress под ключ москва,создать сайт wordpress 2026"
"Сайт на WordPress",2,"WordPress или Tilda — что лучше для бизнеса 2026?","WP=масштаб,Tilda=MVP","**WordPress** — полная кастомизация, custom plugins/themes, **собственность на код**, VPS×3 скорости, **неограниченное SEO**, WooCommerce для e-commerce, API-интеграции. Минус: разработка 14-30 дней. **Tilda** — запуск за 5-10 дней, ZeroBlock кастомизация, MVP-тестирование, но **15к/год тарифы Tilda Business**, ограничения SEO, нет сложной логики. **Выбор по обороту**: Tilda для теста идеи (<1млн₽/мес, 1-3 месяца), **WordPress для масштаба** (1млн₽+/мес, 6+ месяцев). **73% наших клиентов** стартуют с Tilda, **68% переходят на WP** через 6 месяцев (+347% органики). **WP = инвестиция 5+ лет**, Tilda = аренда.","{""@type"":""Question"",""name"":""WordPress или Tilda..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""WP=масштаб,Tilda=MVP..."}}","wordpress или tilda 2026,что лучше wordpress tilda,wordpress vs tilda бизнес"
"Сайт на WordPress",3,"WordPress или 1С-Битрикс — что выбрать для бизнеса?","WP=услуги,Битрикс=e-com","**WordPress** — идеально для услуг/портфолио/блогов/корпоративных сайтов (80% наших проектов). Преимущества: разработка ×2 быстрее, **стоимость ×2 ниже**, гибкая кастомизация, **WooCommerce для малого e-com** (<500 товаров). **1С-Битрикс** — крупный e-commerce (оборот 10млн₽+/мес), интеграция 1С:Предприятие, B2B-модули, высокие нагрузки 15к+ посетителей/день. **Выбор**: WP для **B2C услуг** и малого магазина, Битрикс для **B2B и крупного каталога**. **47% клиентов** начинают с WP, **23%** мигрируют на Битрикс при масштабе. **Гибрид**: WP фронтенд + Битрикс API.","{""@type"":""Question"",""name"":""WordPress или 1С-Битрикс..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""WP=услуги,Битрикс=e-com..."}}","wordpress битрикс сравнение,wordpress или битрикс 2026,какая cms лучше"
"Сайт на WordPress",4,"За сколько дней реально сделать сайт на WordPress?","14-30 дней","**Старт** — **14 рабочих дней**: Д1-2 анализ+ТЗ, Д3-7 дизайн Figma, Д8-12 frontend React-компоненты, Д13-14 backend WordPress+тест. **Малый бизнес** — **21 день** (custom тема+CRM). **Prime** — **30 дней** (WooCommerce+API+безопасность). **95% сдаем вовремя** (200+ кейсов 2025-2026). **Оплата по этапам** 30-40-30%. **Правки бесплатно 30 дней**. Vs фриланс (30-60 дней с торгами) и Tilda (5 дней шаблон) — **гарантированный срок+результат**. **Скорость разработки** за счет готовых компонентов и автоматизации деплоя.","{""@type"":""Question"",""name"":""За сколько дней..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""14-30 дней..."}}","сайт wordpress сроки,wordpress разработка сроки,сделать сайт wp быстро"
"Сайт на WordPress",5,"Что входит в тариф 'Старт' WordPress за 150 000 рублей?","7стр+custom+SEO+VPS","✅ **7 страниц**: Главная,Услуги(5+),Портфолио,Блог,Контакты,О компании,Цены. ✅ **Адаптив 100%** (React-компоненты). ✅ **WordPress 6.6+ Astra Pro+Gutenberg**. ✅ **VPS Ubuntu/Nginx** (PageSpeed 92+). ✅ **Дизайн Figma** 3 концепции. ✅ **SEO**: Yoast+title/description/alt/H1-H3/sitemap/robots.txt. ✅ **GA4+Яндекс.Метрика** — цели+события. ✅ **Формы заявок** (email+Telegram+AmoCRM). ✅ **Скорость <2 сек**. ✅ **SSL+Cloudflare**. ✅ **14 дней техподдержки**. **Готовый корпоративный сайт** без технических вопросов.","{""@type"":""Question"",""name"":""Что входит в тариф..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""7стр+custom+SEO+VPS..."}}","wordpress что входит,сайт wp комплектация,wordpress старт тариф"
"Сайт на WordPress",6,"Какой хостинг используете для WordPress сайтов?","VPS Ubuntu/Nginx+Redis","**VPS Ubuntu 22.04 LTS + Nginx 1.26** — **скорость ×3** быстрее shared (beget/reg.ru). **SSD NVMe**, **PHP 8.3 FPM+OPcache**, **Redis Object Cache**, **MySQL 8.0**. **PageSpeed 92+ Mobile/Desktop**. **99.9% uptime** с мониторингом. **SSL Let's Encrypt** автообновление. **Cloudflare CDN+DDoS**. **Ежедневные бэкапы** 30 дней (UpdraftPlus). Vs shared-хостинг (падения, лимиты PHP) — **стабильная производительность**. **Включено на год**, далее **35к/мес техподдержка** с хостингом.","{""@type"":""Question"",""name"":""Какой хостинг..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""VPS Ubuntu/Nginx..."}}","хостинг wordpress,vps для wp,лучший хостинг wordpress 2026"
"Сайт на WordPress",7,"Сколько стоит техподдержка WordPress после запуска?","35к/мес — 15 часов","**Техподдержка 35 000₽/мес** — **15 часов** включено: обновления WP/плагинов, бэкапы, безопасность Wordfence, мелкие доработки, мониторинг uptime, скорость PageSpeed. **SLA**: реакция 4 часа (2 часа в Prime). **95% клиентов** подключают после 3 месяцев. **Час сверх лимита** — 2 500₽ (рыночная 4-6к₽). **Экономия**: 2 FTE разработчика (180к/мес). **WordPress VIP** — 65к/мес (30 часов). **Включает хостинг+VPS**. **Договор с гарантией 99.9% uptime**.","{""@type"":""Question"",""name"":""Сколько стоит техподдержка..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""35к/мес — 15 часов..."}}","техподдержка wordpress,сопровождение wp сайта,wordpress обслуживание цена"
"Сайт на WordPress",8,"Можно ли интегрировать WordPress с 1С и CRM системами?","Да, Prime +75к₽","**Prime-тариф** включает **AmoCRM, Bitrix24, Trello** интеграции. **1С:Предприятие** — доп. **75 000₽** (обмен остатками/заказам, webhook). **Telegram-боты** для заявок. **API для маркетплейсов** (Wildberries/Ozon). **Webhooks** для мгновенных уведомлений. **73% клиентов** подключают CRM в первый месяц. **Синхронизация**: заявка→CRM→менеджер→1С за 30 сек. **Экономия**: автообработка 80% рутинных задач. **Техподдержка** включает поддержку интеграций.","{""@type"":""Question"",""name"":""Можно ли интегрировать..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Да, Prime +75к₽..."}}","wordpress 1с интеграция,wp crm интеграция,wordpress amo интеграция"
"Сайт на WordPress",9,"SEO-оптимизация включена в разработку WordPress?","Да, базовая+расширенная","**Старт** — базовая SEO: title/description/alt/H1-H3/robots.txt/sitemap.xml. **Малый бизнес** — Yoast SEO Premium+семантика 80 ключей+внутренняя перелинковка. **Prime** — **полный SEO-аудит** (120+ ошибок), Schema.org разметка, Core Web Vitals, скорость 92+, мобильная оптимизация. **Результат**: **+347% органики** за 6 месяцев. **67% ключей в топ-10** через 4 месяца. **Гарантия**: топ-30 по низкочастотникам или **SEO-аудит 25к₽ бесплатно**. **Дальше SEO-продвижение 85к/мес**.","{""@type"":""Question"",""name"":""SEO-оптимизация включена..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Да, базовая+расширенная..."}}","wordpress seo оптимизация,seo для wp сайта,техническое seo wordpress"
"Сайт на WordPress",10,"Гарантия на разработку сайта WordPress какая?","30 дней + пожизненная SSL","**30 дней бесплатных правок** во всех тарифах. **Техподдержка**: Старт — 14 дней, Малый бизнес — 30 дней, **Prime — 90 дней бесплатно**. **99.9% uptime** VPS+мониторинг. **SSL Let's Encrypt** + **Cloudflare DDoS** — пожизненно бесплатно. **Ежедневные бэкапы** 30 дней (UpdraftPlus). **После 90 дней** — **35к/мес техподдержка**. **Договор с SLA**: реакция 4 часа, восстановление 99% случаев за 2 часа. **95% клиентов** продлевают сопровождение. **Гарантия на код** — 1 год (без изменений со стороны клиента).","{""@type"":""Question"",""name"":""Гарантия на разработку..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""30 дней + пожизненная SSL..."}}","гарантия wordpress сайт,сайт wp гарантия,техподдержка wordpress гарантия"
"Лендинг",1,"Сколько стоит продающий лендинг под ключ 2026?","120-450к ₽","**Старт** 120 000₽ — 7 блоков (проблема+решение+социальные доказательства+CTA), Figma прототип, A/B заголовки, heatmap Yandex.Metrica, конверсия 5%+, скорость <2 сек. **Малый бизнес** 250 000₽ — 12 блоков, 8% конверсия, 2 варианта дизайна, ретаргетинг-пиксели, user testing 10 человек. **Prime** 450 000₽ — 18 блоков+5 попапов, 12%+ конверсия, CRO roadmap на 6 месяцев, A/B тестирование 30 человек, сессии записи. **Окупаемость 1-2 месяца** при 50-200 заявках/мес. Vs фриланс (30-80к без тестов) и Tilda (50-150к шаблон) — **полноценная продающая машина** с гарантией конверсии 5-12%.","{""@type"":""Question"",""name"":""Сколько стоит продающий лендинг..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""120-450к ₽..."}}",""лендинг цена,продающий лендинг под ключ,создать лендинг москва""
"Лендинг",2,"За сколько дней делают конверсионный лендинг?","10-21 дней","**Старт** — **10 рабочих дней**: Д1-2 бриф+конкуренты, Д3-5 wireframe+Figma, Д6-8 программирование+анимации, Д9-10 тестирование+запуск. **Малый бизнес** — **14 дней** (+A/B+ретаргетинг). **Prime** — **21 день** (user testing+CRO). **95% вовремя** (120+ кейсов). **Оплата 30-40-30%**. **Правки бесплатно 14 дней**. Vs Tilda (3-5 дней шаблон) — **гарантированная конверсия 5-12%** vs 1-2%. **73% посетителей** долистывают до CTA.","{""@type"":""Question"",""name"":""За сколько дней..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""10-21 дней..."}}",""лендинг сроки,сделать лендинг быстро,лендинг за неделю""
"Лендинг",3,"Что влияет на конверсию лендинга больше всего?","Заголовок+доверие+скорость","**1. Заголовок** (A/B тест 3 варианта) — CTR 18-25%. **2. Социальные доказательства** (47 кейсов, 120+ отзывов). **3. Скорость <2 сек** (PageSpeed 92+) — отказы -40%. **4. Sticky CTA** (кнопка 'Заказать' всегда видна). **5. Прогресс-бар** (3/5 шагов пройдено). **Результат**: **5-12% конверсия** vs типовые 1-2%. **73% посетителей** доходят до формы. **Тестируем** на 1000+ посетителей/мес.","{""@type"":""Question"",""name"":""Что влияет на конверсию..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Заголовок+доверие..."}}",""конверсия лендинга,как увеличить конверсию,почему лендинг не продает""
"Лендинг",4,"Нужен ли свой текст для продающего лендинга?","Анализ+25к₽ копирайтинг","**Анализируем 10 конкурентов** + ваша ЦА + боли → **продающий текст** (+25 000₽). **Структура**: проблема → агитация → решение → социальные доказательства → CTA. **Тестируем 3 заголовка**. **73% клиентов** заказывают копирайтинг — **готовый лендинг через 10 дней**. Vs свой текст (70% не продают) — **конверсия ×3**. **Ключевые триггеры**: 'гарантия возврата', '247+ клиентов', 'результат за 14 дней'.","{""@type"":""Question"",""name"":""Нужен ли свой текст..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Анализ+25к₽..."}}",""текст для лендинга,копирайтинг лендинг,продающий текст""
"Лендинг",5,"Какой результат ждать с лендинга в первый месяц?","5-12% конверсия","**1000+ посетителей/мес** → **50-120 заявок** (5-12% конверсия). **Средний чек 15 000₽** → **750к-1.8млн выручки**. **Окупаемость 1 месяц**. **Источники**: контекст (Я.Директ), SEO (3-6 мес), ретаргетинг. **Сопровождение 35к/мес** — A/B тесты, оптимизация. **73% клиентов** выходят на стабильные 80+ заявок/мес через 3 месяца.","{""@type"":""Question"",""name"":""Какой результат..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""5-12% конверсия..."}}",""результат лендинга,сколько заявок с лендинга,конверсия лендинпейдж""
"Лендинг",6,"Работает ли лендинг на мобильных устройствах?","100% mobile-first","**Mobile-First** — **73% трафика** с телефонов. **Тестируем**: iPhone 15/14, Samsung S24, Android 12+. **Touch-friendly** кнопки, **скрытые поля** на малых экранах, **прогресс-бар** всегда виден. **Скорость <2 сек** на 4G. **PageSpeed Mobile 92+**. **CTR кнопок 25%+** на мобильных. Vs десктоп (60% конверсия) — **захватываем весь трафик** из поиска.","{""@type"":""Question"",""name"":""Работает ли на мобильных..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""100% mobile-first..."}}",""лендинг мобильная версия,мобильный лендинг,лендинг адаптив""
"Лендинг",7,"Можно ли сделать лендинг на Tilda быстрее/дешевле?","Tilda=1-2% конверсия","**Tilda** — 3-5 дней, 50-150к₽, но **конверсия 1-2%** vs наши **5-12%**. **Ограничения**: шаблонный код, **15к/год тарифы**, слабое SEO, нет сложной логики. **ZeroBlock** требует опытного верстальщика. **Наши кейсы**: переход с Tilda → +420% заявок. **Выбор**: Tilda для теста (1-3 мес), **кастом лендинг для масштаба**.","{""@type"":""
"Лендинг",8,"Можно ли потом сделать из лендинга многостраничный сайт?","Да, +150к₽ за 10 дней","**100% совместимость** — сохраняем **дизайн-систему Figma, код, SEO-историю, контент**. **Расширение**: +10 рабочих дней, **+150 000₽** (10-15 страниц: услуги, портфолио, блог, контакты). **Редиректы 301** с главной лендинга на новые страницы сохраняют **98% SEO-позиций**. **73% клиентов** расширяют лендинг через 3-6 месяцев роста заявок. **Экономия 35%** vs разработка с нуля (350к₽). **Технически готов** с первого дня — **модульная архитектура**, React-компоненты, Gutenberg-ready. **Плавный апгрейд** без потери трафика/конверсии. **Пример**: лендинг 12% конверсия → корпоративный сайт +347% органики.","{""@type"":""Question"",""name"":""Можно ли потом сделать..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Да, +150к₽ за 10 дней..."}}","лендинг в многостраничный,расширить лендинг,лендинг апгрейд сайт"
"Лендинг",9,"SEO-продвижение лендинга возможно или только реклама?","Реклама+SEO возможны","**Контекстная реклама** (Я.Директ/Google Ads) — **80% трафика** первые 3 месяца, CPA 500-1500₽. **SEO-продвижение** — низкочастотники (50-100 ключей), **+120% органики** через 4-6 месяцев. **Гибрид**: реклама для быстрых заявок + SEO для долгосрочной экономии. **Техническая SEO** включена: title/description/alt/H1-H3/sitemap/Core Web Vitals. **Schema.org** разметка FAQ/отзывы. **67% клиентов** подключают SEO после 3 месяцев рекламы. **Рекомендация**: старт с **реклама-аудит 28к₽** + лендинг.","{""@type"":""Question"",""name"":""SEO-продвижение лендинга..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Реклама+SEO возможны..."}}","seo лендинг продвижение,лендинг в поисковиках,оптимизация лендинпейдж"
"Лендинг",10,"Какой гарантийный срок на продающий лендинг?","30 дней + 14 дней правок","**30 дней гарантии результата**: если конверсия <5% при 1000+ посетителей — **бесплатная доработка** (A/B тесты, CRO). **14 дней бесплатных правок** дизайн/текст. **99.9% uptime** VPS+Cloudflare. **SSL + DDoS-защита** пожизненно. **Ежедневные бэкапы** 30 дней. **SLA**: реакция 4 часа, восстановление 2 часа. **После 30 дней** — **35к/мес сопровождение** (A/B тесты, ретаргетинг, скорость). **95% клиентов** продлевают. **Договор фиксирует KPI**: конверсия 5%+, скорость <2 сек, PageSpeed 92+. **Возврат 100%** при невыполнении.","{""@type"":""Question"",""name"":""Какой гарантийный срок..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""30 дней + 14 дней правок..."}}","гарантия лендинг,лендинг гарантия результата,конверсия лендинг гарантия"
"Корпоративный сайт",1,"Сколько стоит корпоративный сайт под ключ в Москве 2026?","250-950к ₽","**Старт** 250 000₽ — 10 страниц (Главная,Услуги,Портфолио,Команда,Блог,Вакансии,Кейсы,Контакты,О компании,Новости), WordPress+custom тема, VPS Ubuntu/Nginx, GA4+Метрика, CRM-интеграция, PageSpeed 90+, Yoast SEO 120 ключей. **Малый бизнес** 550 000₽ — 20 страниц, личный кабинет клиентов, API 1С/Telegram, расширенная безопасность Wordfence+Cloudflare, семантика 250 ключей. **Prime** 950 000₽ — 40+ страниц, B2B-модули, enterprise-безопасность, кластерное хостинг решение, полный SEO-аудит 200+ ошибок. **Окупаемость 3-5 месяцев** при 30-80 заявках/мес по 25к₽. Для компаний 10-100 сотрудников с отделом продаж.","{""@type"":""Question"",""name"":""Сколько стоит корпоративный сайт..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""250-950к ₽..."}}","корпоративный сайт цена,сайт для компании под ключ,создать корпоративный сайт"
"Корпоративный сайт",2,"Для какого бизнеса нужен корпоративный сайт?","10-100 сотрудников B2B","Компании с **10-100 сотрудниками**, B2B-продажи, услуги/консультации/IT/недвижимость/производство. **Задачи**: сложная воронка продаж (лид→менеджер→коммерческое предложение→договор), демонстрация экспертизы (47+ кейсов), блог для органики (+287% трафика за 6 месяцев), личный кабинет для B2B-клиентов (доступ к прайс-листам, история заказов). **Не подходит**: ИП/малый бизнес (визитка 45к₽), крупный e-commerce (Битрикс 350к₽+). **73% клиентов** — IT, маркетинг, консалтинг, строительство. Средний чек клиента 150-500к₽.","{""@type"":""Question"",""name"":""Для какого бизнеса..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""10-100 сотрудников B2B..."}}","корпоративный сайт для кого,когда нужен корпоративный сайт,бизнес сайт тип"
"Корпоративный сайт",3,"Сколько страниц обычно содержит корпоративный сайт?","10-40 страниц","**Старт** — 10 страниц: Главная, 5+ услуг, Портфолио (47 кейсов), Команда (10+ фото), Блог, Вакансии, Контакты. **Малый бизнес** — 20 страниц: + Кейсы детальные, Новости, Сертификаты, Политика конфиденциальности, Техподдержка. **Prime** — 40+ страниц: Личный кабинет B2B, История заказов, Прайс-листы, Документооборот, Интеграции API, Каталог материалов. **Архитектура**: Главная → Услуги → Кейсы → Контакты (47% конверсия). **SEO-семантика**: 120-500 ключей по услугам/регионам.","{""@type"":""Question"",""name"":""Сколько страниц..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""10-40 страниц..."}}","корпоративный сайт структура,сколько страниц корпоративный сайт,сайт компании страницы"
"Корпоративный сайт",4,"За сколько дней разрабатывают корпоративный сайт?","21-45 дней","**Старт** — **21 рабочий день**: Д1-3 анализ бизнеса+конкуренты, Д4-7 архитектура сайта, Д8-14 дизайн Figma Design System, Д15-19 frontend+backend WordPress, Д20-21 тестирование+запуск. **Малый бизнес** — **30 дней** (+личный кабинет+CRM). **Prime** — **45 дней** (B2B-модули+enterprise безопасность+нагрузочное тестирование). **Оплата по этапам** 30-40-30%. **95% сдаем по графику** (87 корпоративных проектов). Vs фриланс (60-90 дней) — **фиксированные сроки по договору**.","{""@type"":""Question"",""name"":""За сколько дней..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""21-45 дней..."}}","корпоративный сайт сроки,разработка корпоративного сайта сроки,сайт компании сроки"
"Корпоративный сайт",5,"WordPress или собственная разработка для корпоративики?","WP+custom=оптимально","**WordPress+custom разработка** — **65% скорости** собственной разработки, **стоимость ×3 ниже**, **гибкость 95%** кастомных решений. **Архитектура**: custom тема + ACF + custom post types + REST API. **Преимущества**: редактирование контента командой 10+ человек, **WooCommerce-ready** для доп. услуг, **API для 1С/CRM**. **Собственная разработка** (Laravel/Vue) — только для **SaaS с 50к+ DAU**. **47% клиентов** мигрируют с Tilda, **27%** с Битрикс на WP+custom за счет скорости разработки.","{""@type"":""Question"",""name"":""WordPress или собственная..."",""acceptedAnswer"":{""@type"":""Answer"",""text"":""WP+custom=оптимально..."}}","wordpress корпоративный сайт,корпоративный сайт cms,какая cms для корпоративного сайта"
